kind,name,cat,t_start_ms,t_end_ms,dur_ms
span,wsm.wait_group_ready,wsm,78779.04919,78779.060009,0.010819
span,wsm.wait_group_ready,wsm,79304.402737,79304.406315,0.003578
span,wsm.wait_group_ready,wsm,79618.226617,79618.232587,0.00597
span,wsm.wait_group_ready,wsm,79859.195248,79859.199256,0.004008
span,wsm.wait_group_ready,wsm,79913.554823,79913.564258,0.009435
span,wsm.wait_group_ready,wsm,80405.681895,80405.684884,0.002989
span,wsm.wait_group_ready,wsm,80460.376296,80460.384872,0.008576
span,wsm.wait_group_ready,wsm,80952.338223,80952.341191,0.002968
span,wsm.wait_group_ready,wsm,81006.330591,81006.339295,0.008704
span,wsm.wait_group_ready,wsm,81492.341689,81492.345028,0.003339
span,wsm.wait_group_ready,wsm,81546.485149,81546.48998,0.004831
span,wsm.wait_group_ready,wsm,82042.166995,82042.17117,0.004175
span,wsm.wait_group_ready,wsm,82096.471627,82096.480627,0.009
span,wsm.wait_group_ready,wsm,82593.429023,82593.432125,0.003102
span,wsm.wait_group_ready,wsm,82619.035905,82619.047992,0.012087
span,wsm.wait_group_ready,wsm,83136.064408,83136.067138,0.00273
span,wsm.wait_group_ready,wsm,83190.284923,83190.293823,0.0089
span,wsm.wait_group_ready,wsm,83689.276669,83689.279822,0.003153
span,wsm.wait_group_ready,wsm,84002.278013,84002.283329,0.005316
span,wsm.wait_group_ready,wsm,84238.815937,84238.819897,0.00396
span,wsm.wait_group_ready,wsm,84554.485374,84554.490548,0.005174
span,wsm.wait_group_ready,wsm,84786.897857,84786.90186,0.004003
span,wsm.wait_group_ready,wsm,84841.299352,84841.306629,0.007277
span,wsm.wait_group_ready,wsm,85331.965443,85331.968627,0.003184
span,wsm.wait_group_ready,wsm,85386.313919,85386.321356,0.007437
span,wsm.wait_group_ready,wsm,85877.427517,85877.430768,0.003251
span,wsm.wait_group_ready,wsm,85931.662106,85931.669641,0.007535
span,wsm.wait_group_ready,wsm,86412.525446,86412.528396,0.00295
span,wsm.wait_group_ready,wsm,86466.949375,86466.956899,0.007524
span,wsm.wait_group_ready,wsm,86960.980091,86960.983826,0.003735
span,wsm.wait_group_ready,wsm,87015.216041,87015.223776,0.007735
span,wsm.wait_group_ready,wsm,87511.54365,87511.54735,0.0037
span,wsm.wait_group_ready,wsm,87565.630262,87565.637841,0.007579
span,wsm.wait_group_ready,wsm,88056.291124,88056.2948,0.003676
span,wsm.wait_group_ready,wsm,88068.90221,88068.905537,0.003327
span,wsm.wait_group_ready,wsm,88627.084797,88627.087884,0.003087
span,wsm.wait_group_ready,wsm,88681.440146,88681.445484,0.005338
span,wsm.wait_group_ready,wsm,89170.582391,89170.585284,0.002893
span,wsm.wait_group_ready,wsm,89224.947001,89224.95486,0.007859
span,wsm.wait_group_ready,wsm,89715.144855,89715.148424,0.003569
span,wsm.wait_group_ready,wsm,89729.181202,89729.185097,0.003895
span,wsm.wait_group_ready,wsm,90289.503143,90289.50736,0.004217
span,wsm.wait_group_ready,wsm,90343.33558,90343.341608,0.006028
span,wsm.wait_group_ready,wsm,90835.122736,90835.126504,0.003768
span,wsm.wait_group_ready,wsm,90888.902041,90888.909269,0.007228
span,wsm.wait_group_ready,wsm,91381.1147,91381.118178,0.003478
span,wsm.wait_group_ready,wsm,91696.649495,91696.654778,0.005283
span,wsm.wait_group_ready,wsm,91927.471193,91927.475461,0.004268
span,wsm.wait_group_ready,wsm,91982.077428,91982.085402,0.007974
span,wsm.wait_group_ready,wsm,92469.85153,92469.855171,0.003641
span,wsm.wait_group_ready,wsm,92523.42543,92523.434079,0.008649
span,wsm.wait_group_ready,wsm,93018.392626,93018.395982,0.003356
span,wsm.wait_group_ready,wsm,93072.501654,93072.509433,0.007779
span,wsm.wait_group_ready,wsm,93561.215248,93561.218673,0.003425
span,wsm.wait_group_ready,wsm,93614.608167,93614.61461,0.006443
span,wsm.wait_group_ready,wsm,94107.494791,94107.497855,0.003064
span,wsm.wait_group_ready,wsm,94161.185926,94161.192804,0.006878
span,wsm.wait_group_ready,wsm,94649.262678,94649.265986,0.003308
span,wsm.wait_group_ready,wsm,94962.102151,94962.107396,0.005245
span,wsm.wait_group_ready,wsm,95203.280054,95203.283736,0.003682
