kind,name,cat,t_start_ms,t_end_ms,dur_ms
span,wsm.wait_group_ready,wsm,69158.11787,69158.120512,0.002642
span,wsm.wait_group_ready,wsm,69202.500515,69202.504057,0.003542
span,wsm.wait_group_ready,wsm,69437.841967,69437.845259,0.003292
span,wsm.wait_group_ready,wsm,69492.135707,69492.142493,0.006786
span,wsm.wait_group_ready,wsm,69982.522453,69982.525796,0.003343
span,wsm.wait_group_ready,wsm,69996.188195,69996.191591,0.003396
span,wsm.wait_group_ready,wsm,70544.389308,70544.392316,0.003008
span,wsm.wait_group_ready,wsm,70598.3871,70598.393687,0.006587
span,wsm.wait_group_ready,wsm,71087.130996,71087.134152,0.003156
span,wsm.wait_group_ready,wsm,71145.980328,71145.987936,0.007608
span,wsm.wait_group_ready,wsm,71633.530287,71633.532792,0.002505
span,wsm.wait_group_ready,wsm,71943.953837,71943.959813,0.005976
span,wsm.wait_group_ready,wsm,72181.867685,72181.87093,0.003245
span,wsm.wait_group_ready,wsm,72236.054833,72236.061979,0.007146
span,wsm.wait_group_ready,wsm,72731.535328,72731.538359,0.003031
span,wsm.wait_group_ready,wsm,72745.260159,72745.263275,0.003116
span,wsm.wait_group_ready,wsm,73294.687767,73294.691167,0.0034
span,wsm.wait_group_ready,wsm,73348.566803,73348.573358,0.006555
span,wsm.wait_group_ready,wsm,73835.030935,73835.034299,0.003364
span,wsm.wait_group_ready,wsm,73848.741798,73848.745279,0.003481
span,wsm.wait_group_ready,wsm,74399.101711,74399.105636,0.003925
span,wsm.wait_group_ready,wsm,74454.850872,74454.859038,0.008166
span,wsm.wait_group_ready,wsm,74940.267705,74940.270414,0.002709
span,wsm.wait_group_ready,wsm,74994.057622,74994.064963,0.007341
span,wsm.wait_group_ready,wsm,75486.071147,75486.07484,0.003693
span,wsm.wait_group_ready,wsm,75540.324027,75540.331702,0.007675
span,wsm.wait_group_ready,wsm,76027.883617,76027.887668,0.004051
span,wsm.wait_group_ready,wsm,76084.101234,76084.106632,0.005398
span,wsm.wait_group_ready,wsm,76575.790074,76575.79303,0.002956
span,wsm.wait_group_ready,wsm,76629.939793,76629.947173,0.00738
span,wsm.wait_group_ready,wsm,77117.227354,77117.230558,0.003204
span,wsm.wait_group_ready,wsm,77172.193649,77172.215431,0.021782
span,wsm.wait_group_ready,wsm,77659.264317,77659.26698,0.002663
span,wsm.wait_group_ready,wsm,77970.758895,77970.763734,0.004839
span,wsm.wait_group_ready,wsm,78204.604757,78204.607692,0.002935
span,wsm.wait_group_ready,wsm,78258.804688,78258.812471,0.007783
span,wsm.wait_group_ready,wsm,78756.32985,78756.332808,0.002958
span,wsm.wait_group_ready,wsm,78809.732725,78809.739633,0.006908
span,wsm.wait_group_ready,wsm,79298.71004,79298.713238,0.003198
span,wsm.wait_group_ready,wsm,79352.680929,79352.688276,0.007347
span,wsm.wait_group_ready,wsm,79840.757771,79840.761206,0.003435
span,wsm.wait_group_ready,wsm,80151.581523,80151.589217,0.007694
span,wsm.wait_group_ready,wsm,80381.590257,80381.593338,0.003081
span,wsm.wait_group_ready,wsm,80695.306258,80695.312269,0.006011
span,wsm.wait_group_ready,wsm,80933.014862,80933.018087,0.003225
span,wsm.wait_group_ready,wsm,80986.59154,80986.599323,0.007783
span,wsm.wait_group_ready,wsm,81476.022344,81476.025611,0.003267
span,wsm.wait_group_ready,wsm,81530.218537,81530.226452,0.007915
span,wsm.wait_group_ready,wsm,82019.260134,82019.263559,0.003425
span,wsm.wait_group_ready,wsm,82071.991633,82071.999514,0.007881
span,wsm.wait_group_ready,wsm,82567.634189,82567.637389,0.0032
span,wsm.wait_group_ready,wsm,82621.87874,82621.886127,0.007387
span,wsm.wait_group_ready,wsm,83109.725903,83109.729164,0.003261
span,wsm.wait_group_ready,wsm,83164.047102,83164.053655,0.006553
span,wsm.wait_group_ready,wsm,83659.33572,83659.338748,0.003028
span,wsm.wait_group_ready,wsm,83673.216837,83673.22027,0.003433
span,wsm.wait_group_ready,wsm,84234.332516,84234.335877,0.003361
span,wsm.wait_group_ready,wsm,84288.491003,84288.498493,0.00749
span,wsm.wait_group_ready,wsm,84775.67189,84775.675626,0.003736
span,wsm.wait_group_ready,wsm,84830.208529,84830.216937,0.008408
span,wsm.wait_group_ready,wsm,85317.398453,85317.401545,0.003092
span,wsm.wait_group_ready,wsm,85371.650298,85371.65747,0.007172
span,wsm.wait_group_ready,wsm,85857.238449,85857.242478,0.004029
span,wsm.wait_group_ready,wsm,85909.838215,85909.844719,0.006504
span,wsm.wait_group_ready,wsm,86405.026407,86405.029449,0.003042
span,wsm.wait_group_ready,wsm,86459.234661,86459.242274,0.007613
span,wsm.wait_group_ready,wsm,86953.686835,86953.689942,0.003107
span,wsm.wait_group_ready,wsm,87007.691525,87007.699401,0.007876
span,wsm.wait_group_ready,wsm,87498.050132,87498.053793,0.003661
span,wsm.wait_group_ready,wsm,87551.209061,87551.217199,0.008138
span,wsm.wait_group_ready,wsm,88038.376466,88038.379957,0.003491
span,wsm.wait_group_ready,wsm,88092.124185,88092.131419,0.007234
span,wsm.wait_group_ready,wsm,88582.334441,88582.338723,0.004282
span,wsm.wait_group_ready,wsm,88636.63515,88636.642375,0.007225
span,wsm.wait_group_ready,wsm,89126.340921,89126.34407,0.003149
